sequence,case_id,planner,time_s,speed_mps,speed_bin,metric_frame,uav_profile,uav_profile_label,recorded_clearance_at_t_m,sensor_hz,sensor_period_ms,sensor_pipeline_ms,raw_costmap_update_ms,costmap_update_ms,raw_planner_compute_ms,planner_compute_ms,control_publish_ms,costmap_scale,planner_scale,total_delay_ms,delay_distance_m,goal_lookahead_s,min_clearance_m,collision,safety_violation,status,planner_failed,failure_reason,occupied_costmap_cells,costmap_width,costmap_height,costmap_layers
8,2,rrt,6.3625,1.8437,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9782,10.0,100.0,20.0,0.412,3.618,0.291,5.582,15.0,1.5,2.0,144.2,0.2195,1.5,1.4791,0,0,safe,0,,4560,42,50,46
8,3,rrt,6.725,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8454,10.0,100.0,20.0,0.465,3.698,0.29,5.579,15.0,1.5,2.0,144.277,0.0,1.5,1.4679,0,0,safe,0,,4500,42,49,46
8,4,rrt,7.2875,6.7856,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.5156,10.0,100.0,20.0,0.319,3.478,0.291,5.583,15.0,1.5,2.0,144.061,0.2198,1.5,1.5156,0,0,safe,0,,4500,42,38,46
8,5,rrt,7.6375,1.1179,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.6702,10.0,100.0,20.0,0.35,3.525,0.293,5.587,15.0,1.5,2.0,144.112,0.1441,1.5,1.6702,0,0,safe,0,,4380,42,37,46
8,6,rrt,8.0,0.452,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8128,10.0,100.0,20.0,0.359,3.539,0.284,5.567,15.0,1.5,2.0,144.106,0.0512,1.5,1.7201,0,0,safe,0,,4500,42,37,46
8,7,rrt,8.575,0.1107,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8353,10.0,100.0,20.0,0.35,3.524,0.284,5.567,15.0,1.5,2.0,144.091,0.0161,1.5,1.6574,0,0,safe,0,,4500,42,38,45
8,0,rrt_star,5.3375,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.7258,10.0,100.0,20.0,0.543,3.815,0.287,5.574,15.0,1.5,2.0,144.388,0.0,1.5,1.8454,0,0,safe,0,,4410,44,60,46
8,1,rrt_star,6.0,1.7748,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4816,10.0,100.0,20.0,0.419,3.628,0.288,5.576,15.0,1.5,2.0,144.203,0.2819,1.5,1.4812,0,0,safe,0,,4620,43,55,46
8,2,rrt_star,6.3625,1.8437,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9782,10.0,100.0,20.0,0.437,3.655,0.286,5.572,15.0,1.5,2.0,144.227,0.2195,1.5,1.4791,0,0,safe,0,,4560,42,50,46
8,3,rrt_star,6.725,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8454,10.0,100.0,20.0,0.436,3.654,0.285,5.569,15.0,1.5,2.0,144.223,0.0,1.5,1.4679,0,0,safe,0,,4500,42,49,46
8,4,rrt_star,7.2875,6.7856,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.5156,10.0,100.0,20.0,0.323,3.485,0.285,5.571,15.0,1.5,2.0,144.056,0.2198,1.5,1.5156,0,0,safe,0,,4500,42,38,46
8,5,rrt_star,7.6375,1.1179,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.6702,10.0,100.0,20.0,0.327,3.49,0.284,5.569,15.0,1.5,2.0,144.059,0.1441,1.5,1.6702,0,0,safe,0,,4380,42,37,46
8,6,rrt_star,8.0,0.452,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8128,10.0,100.0,20.0,0.34,3.51,0.284,5.568,15.0,1.5,2.0,144.078,0.0512,1.5,1.7201,0,0,safe,0,,4500,42,37,46
8,7,rrt_star,8.575,0.1107,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8353,10.0,100.0,20.0,0.377,3.565,0.283,5.566,15.0,1.5,2.0,144.131,0.0161,1.5,1.6574,0,0,safe,0,,4500,42,38,45
8,0,mppi,5.3375,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,3.7258,10.0,100.0,20.0,0.492,3.738,11.128,27.256,15.0,1.5,2.0,165.994,0.0,1.5,1.8454,0,0,safe,0,,4410,44,60,46
8,1,mppi,6.0,1.7748,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.4816,10.0,100.0,20.0,0.428,3.642,11.143,27.285,15.0,1.5,2.0,165.927,0.3216,1.5,1.4808,0,0,safe,0,,4560,43,55,46
8,2,mppi,6.3625,1.8437,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9782,10.0,100.0,20.0,0.393,3.589,11.115,27.23,15.0,1.5,2.0,165.819,0.2195,1.5,1.4788,0,0,safe,0,,4560,42,51,46
8,3,mppi,6.725,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8454,10.0,100.0,20.0,0.374,3.562,11.179,27.358,15.0,1.5,2.0,165.92,0.0,1.5,1.4668,0,0,safe,0,,4500,42,49,46
8,4,mppi,7.2875,6.7856,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.5156,10.0,100.0,20.0,0.286,3.429,11.168,27.336,15.0,1.5,2.0,165.765,0.2512,1.5,1.5156,0,0,safe,0,,4500,42,38,46
8,5,mppi,7.6375,1.1179,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.6702,10.0,100.0,20.0,0.282,3.423,11.18,27.36,15.0,1.5,2.0,165.783,0.1617,1.5,1.6702,0,0,safe,0,,4380,42,37,46
8,6,mppi,8.0,0.452,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8128,10.0,100.0,20.0,0.349,3.523,12.361,29.722,15.0,1.5,2.0,168.245,0.0596,1.5,1.7159,0,0,safe,0,,4500,42,37,46
8,7,mppi,8.575,0.1107,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.8353,10.0,100.0,20.0,0.449,3.673,12.923,30.846,15.0,1.5,2.0,169.519,0.0187,1.5,1.6539,0,0,safe,0,,4500,42,38,45
9,0,rrt,4.875,1.2286,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.2276,10.0,100.0,20.0,0.358,3.538,0.299,5.599,15.0,1.5,2.0,144.136,0.179,1.5,0.5121,0,0,safe,0,,4410,32,49,45
9,1,rrt,5.225,1.2887,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.795,10.0,100.0,20.0,0.526,3.789,0.608,6.215,15.0,1.5,2.0,145.004,0.1885,1.5,0.5046,0,0,safe,0,,4440,32,47,45
9,2,rrt,5.5875,1.3068,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.3502,10.0,100.0,20.0,0.317,3.475,0.437,5.874,15.0,1.5,2.0,144.349,0.1917,1.5,0.5399,0,0,safe,0,,4500,32,47,45
9,3,rrt,5.9375,1.3744,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9447,10.0,100.0,20.0,0.341,3.511,0.419,5.838,15.0,1.5,2.0,144.349,0.1996,1.5,0.5191,0,0,safe,0,,4560,32,46,45
9,4,rrt,6.2875,1.3651,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6308,10.0,100.0,20.0,0.596,3.894,0.42,5.84,15.0,1.5,2.0,144.734,0.194,1.5,0.5466,0,0,safe,0,,4380,32,43,45
9,5,rrt,6.65,1.2955,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4929,10.0,100.0,20.0,0.199,3.299,0.292,5.584,15.0,1.5,2.0,143.882,0.1824,1.5,0.4929,0,1,violation,0,,4500,32,39,45
9,6,rrt,7.0,1.1531,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5987,10.0,100.0,20.0,0.254,3.381,0.295,5.589,15.0,1.5,2.0,143.97,0.1666,1.5,0.5987,0,0,safe,0,,4440,32,39,45
9,7,rrt,7.35,1.0681,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8303,10.0,100.0,20.0,0.253,3.379,0.292,5.583,15.0,1.5,2.0,143.962,0.1484,1.5,0.8303,0,0,safe,0,,4500,32,39,45
9,0,rrt_star,4.875,1.2286,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.2276,10.0,100.0,20.0,0.392,3.588,0.291,5.582,15.0,1.5,2.0,144.169,0.179,1.5,0.5122,0,0,safe,0,,4410,32,49,45
9,1,rrt_star,5.225,1.2887,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.795,10.0,100.0,20.0,0.464,3.697,120.845,246.689,15.0,1.5,2.0,385.386,0.5057,1.5,0.5103,0,0,safe,0,,4500,32,50,45
9,2,rrt_star,5.5875,1.3068,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.3502,10.0,100.0,20.0,0.486,3.729,125.906,256.813,15.0,1.5,2.0,395.542,0.5435,1.5,0.5007,0,0,safe,0,,4560,32,49,45
9,3,rrt_star,5.9375,1.3744,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9447,10.0,100.0,20.0,0.364,3.546,131.548,268.096,15.0,1.5,2.0,406.643,0.5596,1.5,0.5158,0,0,safe,0,,4560,32,48,45
9,4,rrt_star,6.2875,1.3651,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6308,10.0,100.0,20.0,0.323,3.484,12.306,29.611,15.0,1.5,2.0,168.095,0.2279,1.5,0.4925,1,1,collision,1,RRT* failed to find a path,4620,32,44,45
9,5,rrt_star,6.65,1.2955,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4929,10.0,100.0,20.0,0.248,3.372,0.285,5.57,15.0,1.5,2.0,143.943,0.1825,1.5,0.4929,0,1,violation,0,,4500,32,39,45
9,6,rrt_star,7.0,1.1531,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5987,10.0,100.0,20.0,0.253,3.379,0.285,5.57,15.0,1.5,2.0,143.949,0.1666,1.5,0.5987,0,0,safe,0,,4440,32,39,45
9,7,rrt_star,7.35,1.0681,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8303,10.0,100.0,20.0,0.247,3.371,0.283,5.567,15.0,1.5,2.0,143.938,0.1483,1.5,0.8303,0,0,safe,0,,4500,32,39,45
9,0,mppi,4.875,1.2286,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.2276,10.0,100.0,20.0,0.393,3.59,12.21,29.42,15.0,1.5,2.0,168.01,0.209,1.5,0.505,0,0,safe,0,,4410,32,49,45
9,1,mppi,5.225,1.2887,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.795,10.0,100.0,20.0,0.277,3.416,11.45,27.901,15.0,1.5,2.0,166.317,0.216,1.5,0.5455,0,0,safe,0,,4500,32,48,45
9,2,mppi,5.5875,1.3068,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.3502,10.0,100.0,20.0,0.281,3.422,11.531,28.063,15.0,1.5,2.0,166.485,0.2241,1.5,0.6688,0,0,safe,0,,4560,32,47,45
9,3,mppi,5.9375,1.3744,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9447,10.0,100.0,20.0,0.263,3.394,11.528,28.056,15.0,1.5,2.0,166.45,0.2296,1.5,0.6732,0,0,safe,0,,4500,32,46,45
9,4,mppi,6.2875,1.3651,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.6308,10.0,100.0,20.0,0.243,3.365,11.537,28.074,15.0,1.5,2.0,166.439,0.2256,1.5,0.5356,0,0,safe,0,,4500,32,43,45
9,5,mppi,6.65,1.2955,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.4929,10.0,100.0,20.0,0.223,3.335,11.279,27.558,15.0,1.5,2.0,165.893,0.2113,1.5,0.4929,0,1,violation,0,,4500,32,39,45
9,6,mppi,7.0,1.1531,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.5987,10.0,100.0,20.0,0.221,3.332,11.232,27.464,15.0,1.5,2.0,165.796,0.1853,1.5,0.5987,0,0,safe,0,,4440,32,39,45
9,7,mppi,7.35,1.0681,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8303,10.0,100.0,20.0,0.251,3.376,15.91,36.819,15.0,1.5,2.0,175.196,0.1858,1.5,0.8303,0,0,safe,0,,4500,32,39,45
10,0,rrt,8.25,0.4678,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9492,10.0,100.0,20.0,0.349,3.523,0.338,5.676,15.0,1.5,2.0,144.199,0.0655,1.5,0.8668,0,0,safe,0,,4410,34,37,45
10,1,rrt,8.6,0.2983,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8744,10.0,100.0,20.0,0.636,3.954,0.431,5.863,15.0,1.5,2.0,144.817,0.0383,1.5,0.8414,0,0,safe,0,,4410,36,36,45
10,2,rrt,8.9625,0.2496,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8427,10.0,100.0,20.0,0.477,3.716,0.373,5.745,15.0,1.5,2.0,144.461,0.0408,1.5,0.8065,0,0,safe,0,,4410,37,35,45
10,3,rrt,9.325,0.4489,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.83,10.0,100.0,20.0,0.353,3.529,0.368,5.735,15.0,1.5,2.0,144.264,0.0786,1.5,0.7663,0,0,safe,0,,4410,36,35,45
10,4,rrt,9.6875,0.7626,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8737,10.0,100.0,20.0,0.4,3.6,0.314,5.629,15.0,1.5,2.0,144.229,0.1132,1.5,0.7493,0,0,safe,0,,4500,36,36,45
10,5,rrt,10.9,0.8581,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9214,10.0,100.0,20.0,0.44,3.66,0.3,5.6,15.0,1.5,2.0,144.26,0.1313,1.5,0.8752,0,0,safe,0,,4500,37,42,45
10,6,rrt,11.2625,1.082,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8358,10.0,100.0,20.0,2.336,6.504,0.335,5.67,15.0,1.5,2.0,147.174,0.1394,1.5,0.8358,0,0,safe,0,,4620,38,41,45
10,7,rrt,11.6125,1.2546,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9614,10.0,100.0,20.0,0.484,3.725,0.335,5.671,15.0,1.5,2.0,144.396,0.183,1.5,0.9614,0,0,safe,0,,4620,38,41,45
10,0,rrt_star,8.25,0.4678,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9492,10.0,100.0,20.0,0.316,3.474,0.312,5.623,15.0,1.5,2.0,144.097,0.0654,1.5,0.8668,0,0,safe,0,,4410,34,37,45
10,1,rrt_star,8.6,0.2983,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8744,10.0,100.0,20.0,0.308,3.461,0.294,5.588,15.0,1.5,2.0,144.05,0.0381,1.5,0.8414,0,0,safe,0,,4410,36,36,45
10,2,rrt_star,8.9625,0.2496,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8427,10.0,100.0,20.0,0.319,3.478,0.348,5.695,15.0,1.5,2.0,144.174,0.0407,1.5,0.8065,0,0,safe,0,,4410,37,35,45
10,3,rrt_star,9.325,0.4489,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.83,10.0,100.0,20.0,0.306,3.459,0.311,5.622,15.0,1.5,2.0,144.081,0.0785,1.5,0.7664,0,0,safe,0,,4410,36,35,45
10,4,rrt_star,9.6875,0.7626,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8737,10.0,100.0,20.0,0.278,3.418,0.32,5.639,15.0,1.5,2.0,144.057,0.113,1.5,0.7493,0,0,safe,0,,4500,36,36,45
10,5,rrt_star,10.9,0.8581,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9214,10.0,100.0,20.0,0.422,3.633,0.292,5.583,15.0,1.5,2.0,144.216,0.1312,1.5,0.8752,0,0,safe,0,,4500,37,42,45
10,6,rrt_star,11.2625,1.082,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8358,10.0,100.0,20.0,0.347,3.521,0.372,5.745,15.0,1.5,2.0,144.265,0.1433,1.5,0.8358,0,0,safe,0,,4620,38,41,45
10,7,rrt_star,11.6125,1.2546,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9614,10.0,100.0,20.0,0.341,3.512,0.299,5.598,15.0,1.5,2.0,144.11,0.1827,1.5,0.9614,0,0,safe,0,,4620,38,41,45
10,0,mppi,8.25,0.4678,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9492,10.0,100.0,20.0,0.27,3.405,13.069,31.137,15.0,1.5,2.0,169.542,0.0751,1.5,0.8656,0,0,safe,0,,4410,34,37,45
10,1,mppi,8.6,0.2983,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8744,10.0,100.0,20.0,0.281,3.422,12.915,30.831,15.0,1.5,2.0,169.252,0.045,1.5,0.8391,0,0,safe,0,,4410,36,36,45
10,2,mppi,8.9625,0.2496,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8427,10.0,100.0,20.0,0.296,3.445,13.918,32.835,15.0,1.5,2.0,171.28,0.0495,1.5,0.804,0,0,safe,0,,4410,37,35,45
10,3,mppi,9.325,0.4489,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.83,10.0,100.0,20.0,0.284,3.427,13.73,32.459,15.0,1.5,2.0,170.886,0.095,1.5,0.7636,0,0,safe,0,,4410,36,35,45
10,4,mppi,9.6875,0.7626,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8737,10.0,100.0,20.0,0.357,3.536,14.038,33.075,15.0,1.5,2.0,171.611,0.1331,1.5,0.7499,0,0,safe,0,,4560,36,36,45
10,5,mppi,10.9,0.8581,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9214,10.0,100.0,20.0,0.48,3.72,12.972,30.944,15.0,1.5,2.0,169.664,0.1558,1.5,0.8679,0,0,safe,0,,4500,38,42,45
10,6,mppi,11.2625,1.082,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8358,10.0,100.0,20.0,0.389,3.584,13.367,31.735,15.0,1.5,2.0,170.318,0.193,1.5,0.8358,0,0,safe,0,,4620,38,41,45
10,7,mppi,11.6125,1.2546,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9614,10.0,100.0,20.0,0.339,3.508,13.352,31.705,15.0,1.5,2.0,170.213,0.2162,1.5,0.9614,0,0,safe,0,,4620,38,41,45
11,0,rrt,8.0875,0.6689,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9795,10.0,100.0,20.0,0.35,3.525,0.311,5.623,15.0,1.5,2.0,144.147,0.1031,1.5,0.7587,0,0,safe,0,,4500,35,37,45
11,1,rrt,8.45,0.7141,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.016,10.0,100.0,20.0,0.275,3.412,0.439,5.877,15.0,1.5,2.0,144.289,0.099,1.5,0.6544,0,0,safe,0,,4650,35,37,45
11,2,rrt,9.0125,0.6163,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0098,10.0,100.0,20.0,0.296,3.444,0.348,5.696,15.0,1.5,2.0,144.14,0.0937,1.5,0.667,0,0,safe,0,,4680,35,39,45
11,3,rrt,9.375,0.791,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9235,10.0,100.0,20.0,0.272,3.408,0.318,5.636,15.0,1.5,2.0,144.044,0.1199,1.5,0.6976,0,0,safe,0,,4680,35,37,45
11,4,rrt,9.725,1.1275,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7948,10.0,100.0,20.0,0.467,3.7,0.301,5.602,15.0,1.5,2.0,144.302,0.1654,1.5,0.7439,0,0,safe,0,,4560,38,43,45
11,5,rrt,10.0875,1.0212,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7088,10.0,100.0,20.0,1.279,4.919,0.338,5.676,15.0,1.5,2.0,145.595,0.125,1.5,0.7088,0,0,safe,0,,4410,39,41,45
11,6,rrt,10.5625,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8107,10.0,100.0,20.0,0.595,3.893,0.338,5.676,15.0,1.5,2.0,144.569,0.0,1.5,0.8107,0,0,safe,0,,4590,40,41,45
11,7,rrt,10.9125,2.5903,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8107,10.0,100.0,20.0,0.533,3.799,0.33,5.66,15.0,1.5,2.0,144.459,0.6634,1.5,0.8107,0,0,safe,0,,4500,41,41,45
11,0,rrt_star,8.0875,0.6689,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9795,10.0,100.0,20.0,0.311,3.466,0.322,5.645,15.0,1.5,2.0,144.111,0.1031,1.5,0.7587,0,0,safe,0,,4500,35,37,45
11,1,rrt_star,8.45,0.7141,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.016,10.0,100.0,20.0,0.351,3.527,0.304,5.607,15.0,1.5,2.0,144.134,0.0989,1.5,0.6544,0,0,safe,0,,4650,35,37,45
11,2,rrt_star,9.0125,0.6163,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.0098,10.0,100.0,20.0,0.275,3.412,0.443,5.887,15.0,1.5,2.0,144.299,0.0938,1.5,0.667,0,0,safe,0,,4680,35,39,45
11,3,rrt_star,9.375,0.791,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9235,10.0,100.0,20.0,0.39,3.585,0.311,5.622,15.0,1.5,2.0,144.206,0.1201,1.5,0.6976,0,0,safe,0,,4680,35,37,45
11,4,rrt_star,9.725,1.1275,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7948,10.0,100.0,20.0,0.348,3.522,0.309,5.618,15.0,1.5,2.0,144.14,0.1652,1.5,0.7439,0,0,safe,0,,4560,38,43,45
11,5,rrt_star,10.0875,1.0212,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.7088,10.0,100.0,20.0,0.348,3.522,0.287,5.574,15.0,1.5,2.0,144.096,0.125,1.5,0.7088,0,0,safe,0,,4410,39,41,45
11,6,rrt_star,10.5625,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8107,10.0,100.0,20.0,0.362,3.543,0.308,5.616,15.0,1.5,2.0,144.16,0.0,1.5,0.8107,0,0,safe,0,,4590,40,41,45
11,7,rrt_star,10.9125,2.5903,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.8107,10.0,100.0,20.0,0.375,3.563,0.288,5.576,15.0,1.5,2.0,144.139,0.6631,1.5,0.8107,0,0,safe,0,,4500,41,41,45
11,0,mppi,8.0875,0.6689,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9795,10.0,100.0,20.0,0.314,3.472,12.617,30.234,15.0,1.5,2.0,168.706,0.1221,1.5,0.7499,0,0,safe,0,,4500,35,37,45
11,1,mppi,8.45,0.7141,0.5-1.0,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.016,10.0,100.0,20.0,0.294,3.441,12.418,29.837,15.0,1.5,2.0,168.278,0.1145,1.5,0.647,0,0,safe,0,,4530,35,38,45
