sequence,case_id,planner,time_s,speed_mps,speed_bin,metric_frame,uav_profile,uav_profile_label,recorded_clearance_at_t_m,sensor_hz,sensor_period_ms,sensor_pipeline_ms,raw_costmap_update_ms,costmap_update_ms,raw_planner_compute_ms,planner_compute_ms,control_publish_ms,costmap_scale,planner_scale,total_delay_ms,delay_distance_m,goal_lookahead_s,min_clearance_m,collision,safety_violation,status,planner_failed,failure_reason,occupied_costmap_cells,costmap_width,costmap_height,costmap_layers
15,3,rrt_star,1.425,0.1853,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9925,10.0,100.0,20.0,0.272,3.408,0.304,5.609,15.0,1.5,2.0,144.016,0.0301,1.5,1.9925,0,0,safe,0,,4500,48,30,45
15,4,rrt_star,1.775,0.2241,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9985,10.0,100.0,20.0,0.352,3.529,0.308,5.616,15.0,1.5,2.0,144.144,0.0329,1.5,1.9985,0,0,safe,0,,4560,49,30,45
15,5,rrt_star,2.1375,0.3197,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0153,10.0,100.0,20.0,0.409,3.613,0.323,5.646,15.0,1.5,2.0,144.259,0.0469,1.5,2.0153,0,0,safe,0,,4620,49,30,45
15,6,rrt_star,2.5,0.2761,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0454,10.0,100.0,20.0,0.401,3.602,0.357,5.715,15.0,1.5,2.0,144.317,0.0388,1.5,2.0454,0,0,safe,0,,4380,48,29,45
15,7,rrt_star,2.85,0.2352,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0848,10.0,100.0,20.0,0.264,3.397,0.285,5.57,15.0,1.5,2.0,143.966,0.0324,1.5,1.9965,0,0,safe,0,,4500,48,29,45
15,0,mppi,0.3125,0.0304,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0389,10.0,100.0,20.0,0.254,3.382,11.344,27.689,15.0,1.5,2.0,166.07,0.0057,1.5,2.0058,0,0,safe,0,,4500,48,30,45
15,1,mppi,0.6875,0.2372,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0307,10.0,100.0,20.0,0.242,3.363,11.234,27.468,15.0,1.5,2.0,165.831,0.0552,1.5,2.0171,0,0,safe,0,,4380,48,29,45
15,2,mppi,1.05,0.4743,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0022,10.0,100.0,20.0,0.252,3.379,11.234,27.467,15.0,1.5,2.0,165.846,0.06,1.5,1.9951,0,0,safe,0,,4620,48,30,45
15,3,mppi,1.425,0.1853,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9925,10.0,100.0,20.0,0.259,3.389,11.252,27.503,15.0,1.5,2.0,165.892,0.0345,1.5,1.9925,0,0,safe,0,,4440,48,30,45
15,4,mppi,1.775,0.2241,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.9985,10.0,100.0,20.0,0.283,3.425,11.146,27.292,15.0,1.5,2.0,165.717,0.0377,1.5,1.9985,0,0,safe,0,,4560,49,30,45
15,5,mppi,2.1375,0.3197,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0153,10.0,100.0,20.0,0.258,3.387,11.127,27.254,15.0,1.5,2.0,165.64,0.0535,1.5,2.0153,0,0,safe,0,,4620,49,30,45
15,6,mppi,2.5,0.2761,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0454,10.0,100.0,20.0,0.239,3.359,11.243,27.485,15.0,1.5,2.0,165.845,0.0444,1.5,2.0454,0,0,safe,0,,4440,48,29,45
15,7,mppi,2.85,0.2352,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,2.0848,10.0,100.0,20.0,0.246,3.369,11.211,27.423,15.0,1.5,2.0,165.792,0.0367,1.5,1.9881,0,0,safe,0,,4500,48,29,45
345,0,rrt,4.9125,1.0582,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.198,10.0,100.0,20.0,0.921,4.381,0.292,5.584,15.0,1.5,2.0,144.965,0.1638,1.5,1.1032,0,0,safe,0,,9372,46,57,47
345,1,rrt,5.2625,1.2097,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.1066,10.0,100.0,20.0,0.853,4.28,0.288,5.576,15.0,1.5,2.0,144.856,0.1839,1.5,1.1066,0,0,safe,0,,9232,44,56,47
345,2,rrt,5.6125,1.238,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.181,10.0,100.0,20.0,0.777,4.166,0.286,5.572,15.0,1.5,2.0,144.737,0.1766,1.5,1.181,0,0,safe,0,,9232,46,56,47
345,3,rrt,5.975,1.0711,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.3683,10.0,100.0,20.0,0.794,4.191,0.286,5.572,15.0,1.5,2.0,144.762,0.1519,1.5,1.3683,0,0,safe,0,,9232,48,55,47
345,4,rrt,8.325,1.5397,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.2628,10.0,100.0,20.0,1.116,4.673,0.287,5.575,15.0,1.5,2.0,145.248,0.2678,1.5,0.9137,0,0,safe,0,,9480,60,58,47
345,5,rrt,8.6875,1.2808,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.109,4.663,0.289,5.578,15.0,1.5,2.0,145.242,0.0,1.5,0.9225,0,0,safe,0,,9548,60,60,47
345,6,rrt,9.15,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.122,4.683,0.287,5.575,15.0,1.5,2.0,145.257,0.0,1.5,0.9134,0,0,safe,0,,9548,60,61,47
345,7,rrt,9.6,6.7905,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.189,4.783,0.286,5.571,15.0,1.5,2.0,145.355,1.6976,1.5,0.9689,0,0,safe,0,,9420,59,61,47
345,0,rrt_star,4.9125,1.0582,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.198,10.0,100.0,20.0,0.846,4.269,0.287,5.574,15.0,1.5,2.0,144.843,0.1636,1.5,1.1032,0,0,safe,0,,9372,46,57,47
345,1,rrt_star,5.2625,1.2097,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.1066,10.0,100.0,20.0,0.72,4.079,0.288,5.576,15.0,1.5,2.0,144.655,0.1837,1.5,1.1066,0,0,safe,0,,9232,44,56,47
345,2,rrt_star,5.6125,1.238,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.181,10.0,100.0,20.0,0.814,4.221,0.285,5.569,15.0,1.5,2.0,144.79,0.1766,1.5,1.181,0,0,safe,0,,9232,46,56,47
345,3,rrt_star,5.975,1.0711,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.3683,10.0,100.0,20.0,0.822,4.234,0.288,5.577,15.0,1.5,2.0,144.81,0.1519,1.5,1.3683,0,0,safe,0,,9232,48,55,47
345,4,rrt_star,8.325,1.5397,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.2628,10.0,100.0,20.0,1.116,4.674,0.286,5.572,15.0,1.5,2.0,145.246,0.2678,1.5,0.9137,0,0,safe,0,,9480,60,58,47
345,5,rrt_star,8.6875,1.2808,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.169,4.753,0.287,5.575,15.0,1.5,2.0,145.328,0.0,1.5,0.9225,0,0,safe,0,,9548,60,60,47
345,6,rrt_star,9.15,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.12,4.68,0.289,5.577,15.0,1.5,2.0,145.257,0.0,1.5,0.9134,0,0,safe,0,,9548,60,61,47
345,7,rrt_star,9.6,6.7905,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.122,4.682,0.29,5.581,15.0,1.5,2.0,145.263,1.6976,1.5,0.9689,0,0,safe,0,,9420,59,61,47
345,0,mppi,4.9125,1.0582,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.198,10.0,100.0,20.0,0.852,4.278,21.437,47.874,15.0,1.5,2.0,187.151,0.2094,1.5,1.1007,0,0,safe,0,,9372,46,57,47
345,1,mppi,5.2625,1.2097,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.1066,10.0,100.0,20.0,0.868,4.301,20.824,46.647,15.0,1.5,2.0,185.948,0.236,1.5,1.1066,0,0,safe,0,,9232,44,56,47
345,2,mppi,5.6125,1.238,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.181,10.0,100.0,20.0,0.861,4.291,20.523,46.046,15.0,1.5,2.0,185.337,0.2261,1.5,1.181,0,0,safe,0,,9232,46,56,47
345,3,mppi,5.975,1.0711,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.3683,10.0,100.0,20.0,0.888,4.332,20.668,46.336,15.0,1.5,2.0,185.669,0.188,1.5,1.3683,0,0,safe,0,,9232,48,55,47
345,4,mppi,8.325,1.5397,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,1.2628,10.0,100.0,20.0,1.105,4.658,21.364,47.727,15.0,1.5,2.0,187.385,0.3574,1.5,0.9167,0,0,safe,0,,9514,60,58,47
345,5,mppi,8.6875,1.2808,1.0-1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.249,4.874,21.185,47.37,15.0,1.5,2.0,187.245,0.0,1.5,0.9216,0,0,safe,0,,9420,60,60,47
345,6,mppi,9.15,0.0,<0.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.191,4.786,21.037,47.073,15.0,1.5,2.0,186.86,0.0,1.5,0.913,0,0,safe,0,,9548,60,61,47
345,7,mppi,9.6,6.7905,>=1.5,3d_optitrack_xzy_cylinder,jetson_orin_nano,Emulated Jetson Orin Nano-class companion computer,0.9689,10.0,100.0,20.0,1.167,4.751,20.916,46.832,15.0,1.5,2.0,186.582,1.932,1.5,0.9689,0,0,safe,0,,9420,60,61,47
